13109100,5
259959101,5
403145701,5
447693201,5
454080201,5
485168101,5
488785901,5
540805801,5
541769701,5
545894801,5
572172901,5
578599100,5
76720701,4
77045001,4
78062701,4
78184000,4
78363001,4
81885001,4
83980700,4
166045501,4
189832201,4
199627301,4
199610901,4
199390401,4
236930901,4
237014501,4
230116901,4
243886601,4
246266401,4
246315600,4
246322001,4
248860101,4
258015401,4
264421200,4
268528100,4
268527300,4
268525500,4
273804700,4
277412100,4
287929101,4
296595701,4
296838801,4
302343501,4
307921901,4
305353601,4
308731400,4
311247901,4
314694200,4
319733301,4
316835601,4
357151300,4
311320501,4
357122301,4
370348700,4
370337200,4
370265101,4
373321100,4
386437901,4
389482101,4
400133201,4
400240001,4
414085101,4
414612300,4
414574301,4
415951600,4
424649601,4
419917800,4
421341500,4
422016500,4
425343201,4
438485601,4
439390701,4
439584000,4
439446100,4
440189201,4
440405500,4
442199701,4
422030901,4
452916601,4
431711701,4
454563600,4
469818001,4
469807901,4
469671901,4
474418601,4
475717300,4
475580801,4
477283701,4
486759201,4
489145501,4
489586600,4
508857700,4
508898600,4
513608401,4
509675301,4
508913100,4
523289101,4
525041101,4
537671501,4
540429301,4
540052500,4
542997100,4
542975001,4
550631401,4
551777201,4
550218801,4
553317400,4
553263901,4
555170101,4
555315701,4
558637101,4
568080201,4
567557701,4
569882701,4
572507601,4
574251000,4
564516401,4
573147901,4
576923300,4
572585701,4
572616400,4
579107400,4
578922001,4
579447401,4
580281601,4
581308401,4
579578801,4
585482001,4
588943901,4
588994301,4
595143501,4
561928701,4
48722100,3
48725200,3
48728300,3
36153900,3
66347501,3
75173801,3
77207401,3
77280900,3
80476301,3
84320400,3
84324800,3
84324700,3
88638401,3
89637101,3
91915301,3
93609001,3
96376601,3
96381001,3
100557700,3
103475101,3
105090101,3
105398501,3
110087401,3
110833601,3
112087701,3
114221801,3
111578801,3
118358001,3
119111101,3
119109900,3
118267701,3
119880000,3
131452301,3
131468900,3
163947201,3
176571301,3
183657801,3
190301801,3
70438401,3
202630901,3
192632101,3
207110201,3
209221101,3
209272401,3
210778700,3
219293901,3
235929301,3
241863900,3
241846801,3
243667301,3
250286101,3
250373301,3
250450900,3
250734201,3
252997101,3
253100800,3
253084101,3
257680101,3
257715201,3
259275301,3
259207201,3
261584201,3
262088901,3
264605701,3
266066300,3
266861501,3
269024901,3
277130400,3
276814501,3
277197800,3
277152301,3
277168200,3
284615600,3
284626800,3
284594801,3
284319701,3
285240501,3
285226401,3
283229201,3
289901001,3
289901001,3
289994700,3
291934701,3
295776800,3
295748001,3
290913701,3
297333801,3
301198201,3
